,Build_Result,Actual_Result,Index
0,1,1,1
1,1,1,2
2,1,1,3
3,0,0,4
4,1,1,5
5,0,0,6
6,1,1,7
7,1,1,8
8,1,1,9
9,1,1,10
10,1,0,11
11,1,0,12
12,0,0,13
13,1,0,14
14,1,0,15
15,0,0,16
16,0,0,17
17,0,0,18
18,0,0,19
19,0,0,20
20,1,0,21
21,0,0,22
22,1,0,23
23,1,0,24
24,0,0,25
25,1,0,26
26,1,0,27
27,1,0,28
28,0,0,29
29,1,0,30
30,1,0,31
31,1,0,32
32,0,0,33
33,1,1,34
34,1,1,35
35,0,1,36
36,1,1,37
37,0,1,38
38,0,1,39
39,1,0,40
40,0,0,41
41,1,0,42
42,1,0,43
43,1,0,44
44,1,0,45
45,1,1,46
46,1,1,47
47,1,1,48
48,1,1,49
49,1,0,50
50,1,1,51
51,1,0,52
52,1,1,53
53,0,1,54
54,1,1,55
55,1,1,56
56,0,1,57
57,1,1,58
58,1,1,59
59,1,1,60
60,0,0,61
61,1,0,62
62,1,0,63
63,1,0,64
64,1,0,65
65,1,0,66
66,1,0,67
67,1,0,68
68,1,1,69
69,0,0,70
70,1,1,71
71,0,1,72
72,1,1,73
73,1,1,74
74,1,1,75
75,0,0,76
76,1,0,77
77,0,0,78
78,1,0,79
79,0,0,80
80,1,0,81
81,0,0,82
82,1,0,83
83,1,0,84
84,1,0,85
85,1,0,86
86,1,0,87
87,1,0,88
88,1,0,89
89,0,0,90
90,1,0,91
91,0,0,92
92,0,0,93
93,0,0,94
94,1,0,95
95,0,0,96
96,1,0,97
97,0,0,98
98,0,0,99
99,1,0,100
100,0,0,101
101,0,0,102
102,1,0,103
103,1,0,104
104,1,0,105
105,0,0,106
106,0,0,107
107,1,0,108
108,1,0,109
109,1,0,110
110,1,0,111
111,1,0,112
112,1,0,113
113,1,0,114
114,1,0,115
115,1,0,116
116,1,0,117
117,1,0,118
118,1,1,119
119,1,1,120
120,1,0,121
121,1,1,122
122,1,0,123
123,0,1,124
124,1,1,125
125,1,1,126
126,1,1,127
127,1,1,128
128,1,1,129
129,0,1,130
130,0,1,131
131,0,1,132
132,0,1,133
133,0,1,134
134,1,1,135
135,0,1,136
136,1,1,137
137,0,0,138
138,1,0,139
139,1,0,140
140,1,1,141
141,1,1,142
142,1,1,143
143,1,1,144
144,0,0,145
145,0,0,146
146,1,1,147
147,1,1,148
148,1,1,149
149,0,1,150
150,1,1,151
151,1,1,152
152,1,1,153
153,1,1,154
154,0,1,155
155,0,1,156
156,1,0,157
157,1,0,158
158,1,1,159
159,1,1,160
160,1,0,161
161,1,1,162
162,1,1,163
163,1,1,164
164,1,1,165
165,0,0,166
166,1,0,167
167,0,0,168
168,1,0,169
169,1,0,170
170,1,0,171
171,0,0,172
172,0,0,173
173,1,0,174
174,0,0,175
175,0,0,176
176,1,0,177
177,1,0,178
178,0,0,179
179,1,0,180
180,0,0,181
181,0,0,182
182,0,0,183
183,1,0,184
184,1,0,185
185,1,0,186
186,1,0,187
187,1,0,188
188,1,0,189
189,0,0,190
190,1,0,191
191,0,0,192
192,0,0,193
193,1,0,194
194,0,0,195
195,0,0,196
196,1,0,197
197,0,0,198
198,1,0,199
199,1,0,200
200,1,0,201
201,1,0,202
202,1,0,203
203,1,0,204
204,1,0,205
205,0,0,206
206,0,0,207
207,1,0,208
208,1,0,209
209,1,0,210
210,0,0,211
211,1,0,212
212,0,0,213
213,0,0,214
214,1,0,215
215,1,0,216
216,1,0,217
217,1,0,218
218,1,0,219
219,0,0,220
220,1,0,221
221,1,0,222
222,1,0,223
223,1,0,224
224,1,0,225
225,1,0,226
226,0,1,227
227,0,1,228
228,1,1,229
229,0,0,230
230,1,0,231
231,1,0,232
232,1,0,233
233,1,0,234
234,1,0,235
235,1,0,236
236,1,0,237
237,1,0,238
238,1,0,239
239,0,0,240
240,0,0,241
241,1,0,242
242,1,0,243
243,1,0,244
244,1,0,245
245,1,0,246
246,0,0,247
247,1,0,248
248,1,0,249
249,1,0,250
250,1,0,251
251,1,0,252
252,1,0,253
253,1,0,254
254,0,0,255
255,1,0,256
256,0,0,257
257,0,0,258
258,1,0,259
259,1,0,260
260,1,0,261
261,1,0,262
262,1,0,263
263,0,0,264
264,1,0,265
265,1,0,266
266,1,0,267
267,1,0,268
268,0,0,269
269,0,0,270
270,0,0,271
271,0,0,272
272,1,0,273
273,1,0,274
274,1,0,275
275,1,0,276
276,1,0,277
277,1,0,278
278,1,0,279
279,1,0,280
280,1,0,281
281,1,1,282
282,0,1,283
283,0,1,284
284,1,1,285
285,1,1,286
286,1,0,287
287,0,0,288
288,1,1,289
289,0,1,290
290,1,1,291
291,0,1,292
292,0,1,293
293,1,1,294
294,0,1,295
295,1,1,296
296,1,0,297
297,1,0,298
298,1,1,299
299,0,1,300
300,0,1,301
301,1,1,302
302,1,1,303
303,1,1,304
304,1,1,305
305,1,1,306
306,1,1,307
307,1,0,308
308,0,1,309
309,1,1,310
310,1,1,311
311,1,1,312
312,1,1,313
313,1,1,314
314,1,1,315
315,1,1,316
316,0,1,317
317,1,1,318
318,1,1,319
319,1,1,320
320,1,1,321
321,1,1,322
322,1,1,323
323,0,1,324
324,0,1,325
325,0,1,326
326,1,1,327
327,1,1,328
328,1,1,329
329,1,1,330
330,0,1,331
331,1,1,332
332,1,1,333
333,1,1,334
334,0,1,335
335,1,1,336
336,0,1,337
337,0,1,338
338,0,1,339
339,1,1,340
340,1,1,341
