,Build_Result,Actual_Result,Index
0,1,1,1
1,1,1,2
2,1,1,3
3,1,1,4
4,1,1,5
5,1,1,6
6,1,0,7
7,1,0,8
8,1,1,9
9,1,1,10
10,1,0,11
11,1,0,12
12,1,1,13
13,1,1,14
14,1,1,15
15,1,1,16
16,1,1,17
17,1,1,18
18,1,1,19
19,1,1,20
20,1,1,21
21,1,1,22
22,1,1,23
23,1,1,24
24,1,1,25
25,1,1,26
26,1,0,27
27,1,0,28
28,1,1,29
29,1,1,30
30,1,0,31
31,1,0,32
32,0,1,33
33,0,1,34
34,0,0,35
35,0,0,36
36,1,1,37
37,1,1,38
38,1,0,39
39,1,0,40
40,0,1,41
41,0,1,42
42,1,0,43
43,1,0,44
44,1,0,45
45,1,0,46
46,1,1,47
47,1,1,48
48,1,1,49
49,1,1,50
50,1,1,51
51,1,1,52
52,1,1,53
53,1,1,54
54,1,1,55
55,1,1,56
56,1,1,57
57,1,1,58
58,1,0,59
59,1,0,60
60,1,1,61
61,1,1,62
62,1,1,63
63,1,1,64
64,0,1,65
65,0,1,66
66,1,1,67
67,1,1,68
68,1,0,69
69,1,0,70
70,1,0,71
71,1,0,72
72,1,1,73
73,1,1,74
74,1,0,75
75,1,0,76
76,1,1,77
77,1,1,78
78,1,0,79
79,1,0,80
80,1,1,81
81,1,1,82
82,1,0,83
83,1,0,84
84,1,1,85
85,1,1,86
86,1,1,87
87,1,1,88
88,1,0,89
89,1,0,90
90,1,0,91
91,1,0,92
92,1,0,93
93,1,0,94
94,1,0,95
95,1,0,96
96,1,1,97
97,1,1,98
98,0,1,99
99,0,1,100
100,1,1,101
101,1,1,102
102,1,1,103
103,1,1,104
104,1,1,105
105,1,1,106
106,1,0,107
107,1,0,108
108,1,1,109
109,1,1,110
110,0,1,111
111,0,1,112
112,1,1,113
113,1,1,114
114,1,0,115
115,1,0,116
116,1,0,117
117,1,0,118
118,1,1,119
119,1,1,120
120,1,1,121
121,1,1,122
122,1,1,123
123,1,1,124
124,1,1,125
125,1,1,126
126,1,1,127
127,1,1,128
128,1,1,129
129,1,1,130
130,1,1,131
131,1,1,132
132,1,0,133
133,1,0,134
134,1,1,135
135,1,1,136
136,1,1,137
137,1,1,138
138,1,0,139
139,1,0,140
140,0,1,141
141,0,1,142
142,1,0,143
143,1,0,144
144,1,1,145
145,1,1,146
146,0,1,147
147,0,1,148
148,1,1,149
149,1,1,150
150,1,1,151
151,1,1,152
152,1,1,153
153,1,1,154
154,0,1,155
155,0,1,156
156,1,1,157
