,Build_Result,Actual_Result,Index
0,0,0,1
1,1,0,2
2,1,0,3
3,1,0,4
4,0,0,5
5,1,0,6
6,0,0,7
7,0,0,8
8,0,0,9
9,1,0,10
10,1,0,11
11,1,0,12
12,0,0,13
13,1,0,14
14,0,0,15
15,0,0,16
16,0,0,17
17,1,0,18
18,1,0,19
19,0,0,20
20,0,0,21
21,0,0,22
22,0,0,23
23,0,0,24
24,0,0,25
25,0,0,26
26,0,0,27
27,0,0,28
28,0,1,29
29,1,1,30
30,0,1,31
31,0,1,32
32,1,1,33
33,0,1,34
34,0,1,35
35,1,1,36
36,1,1,37
37,0,1,38
38,1,1,39
39,0,1,40
40,1,0,41
41,0,1,42
42,0,1,43
43,0,1,44
44,0,1,45
45,1,1,46
46,0,1,47
47,0,1,48
48,0,1,49
49,0,0,50
50,0,0,51
51,0,0,52
52,0,0,53
53,0,0,54
54,0,0,55
55,0,0,56
56,1,0,57
57,0,1,58
58,0,1,59
59,0,1,60
60,1,1,61
61,0,1,62
62,0,1,63
63,0,0,64
64,1,1,65
65,0,1,66
66,0,1,67
67,0,0,68
68,0,1,69
69,1,1,70
70,0,1,71
71,0,1,72
72,1,1,73
73,0,1,74
74,0,1,75
75,0,1,76
76,0,1,77
77,1,1,78
78,0,1,79
79,1,1,80
80,0,1,81
81,0,1,82
82,0,1,83
83,0,1,84
84,1,1,85
85,0,1,86
86,0,1,87
87,0,1,88
88,1,1,89
89,0,1,90
90,1,1,91
91,0,1,92
92,1,1,93
93,0,1,94
94,0,1,95
95,0,1,96
96,0,1,97
97,0,1,98
98,1,1,99
99,1,1,100
100,0,1,101
101,1,1,102
102,0,1,103
103,0,1,104
104,0,1,105
105,0,1,106
106,0,1,107
107,1,0,108
108,1,1,109
109,0,1,110
110,0,1,111
111,0,1,112
112,0,1,113
113,0,1,114
114,0,1,115
115,0,1,116
116,0,0,117
117,1,1,118
118,1,1,119
119,0,0,120
120,0,1,121
121,0,1,122
122,0,1,123
123,0,1,124
124,1,0,125
125,0,1,126
126,0,1,127
127,1,1,128
128,0,1,129
129,0,1,130
130,0,1,131
131,0,1,132
132,0,1,133
133,0,1,134
134,0,1,135
135,0,1,136
136,0,1,137
137,1,1,138
138,1,0,139
139,0,1,140
140,0,1,141
141,0,1,142
142,0,1,143
143,1,1,144
144,0,1,145
145,0,1,146
146,0,1,147
147,0,1,148
148,0,1,149
149,1,1,150
150,0,1,151
151,0,0,152
152,0,1,153
153,0,1,154
154,0,0,155
155,1,1,156
156,0,1,157
157,0,1,158
158,1,1,159
159,0,1,160
160,0,1,161
161,0,1,162
162,0,1,163
163,1,1,164
164,0,0,165
165,0,1,166
166,0,1,167
167,0,1,168
168,1,1,169
169,0,1,170
170,0,1,171
171,1,0,172
172,1,1,173
173,0,1,174
174,0,1,175
175,0,0,176
176,1,1,177
177,0,1,178
178,0,1,179
179,0,1,180
180,1,1,181
181,0,1,182
182,0,1,183
183,1,1,184
184,1,1,185
185,1,1,186
186,1,1,187
187,1,1,188
188,1,0,189
189,0,1,190
190,0,0,191
191,1,0,192
192,0,0,193
193,0,0,194
194,1,0,195
195,1,0,196
196,0,0,197
197,0,0,198
198,0,0,199
199,0,0,200
200,0,0,201
201,0,0,202
202,0,0,203
203,0,0,204
204,0,0,205
205,1,0,206
206,0,0,207
207,0,0,208
208,0,0,209
209,0,0,210
210,0,0,211
211,1,0,212
212,1,0,213
213,1,0,214
214,1,0,215
215,1,0,216
216,0,0,217
217,0,0,218
218,0,0,219
219,0,0,220
220,0,0,221
221,1,0,222
222,1,0,223
223,1,0,224
224,1,0,225
225,0,0,226
226,1,0,227
227,1,0,228
228,0,0,229
229,1,0,230
230,0,0,231
231,0,0,232
232,1,0,233
233,0,0,234
234,0,0,235
235,1,0,236
236,1,0,237
237,0,0,238
238,0,0,239
239,0,0,240
240,1,0,241
241,1,0,242
242,1,0,243
243,0,0,244
244,0,0,245
245,1,0,246
246,0,0,247
247,0,0,248
248,0,0,249
249,0,0,250
250,1,0,251
251,0,0,252
252,1,0,253
253,0,0,254
254,0,0,255
255,0,0,256
256,0,0,257
257,0,0,258
258,0,0,259
259,1,0,260
260,1,0,261
261,0,0,262
262,0,0,263
263,0,0,264
264,0,0,265
265,0,0,266
266,0,0,267
267,0,0,268
268,0,0,269
269,0,0,270
270,0,0,271
271,0,0,272
272,1,0,273
273,0,0,274
274,1,0,275
275,1,0,276
276,0,0,277
277,1,0,278
278,0,0,279
279,1,0,280
280,0,0,281
281,1,0,282
282,1,0,283
283,0,0,284
284,0,0,285
285,0,0,286
286,1,0,287
287,0,0,288
288,0,0,289
289,0,1,290
290,0,1,291
291,0,1,292
292,0,0,293
293,0,1,294
294,1,1,295
295,0,1,296
296,1,1,297
297,0,1,298
298,0,1,299
299,1,0,300
300,0,1,301
301,0,1,302
302,1,1,303
303,0,1,304
304,0,1,305
305,0,1,306
306,0,1,307
307,0,1,308
308,0,1,309
309,0,1,310
310,1,1,311
311,0,1,312
312,0,1,313
313,1,1,314
314,0,1,315
315,0,1,316
316,0,1,317
317,0,1,318
318,1,1,319
319,0,1,320
320,0,1,321
321,0,1,322
322,0,1,323
323,0,1,324
324,0,0,325
325,0,1,326
326,0,1,327
327,0,1,328
328,0,1,329
329,1,1,330
330,0,1,331
331,0,1,332
332,0,1,333
333,1,0,334
334,1,0,335
335,0,1,336
336,0,1,337
337,0,1,338
338,0,1,339
339,1,1,340
340,1,1,341
