,Build_Result,Actual_Result,Index
0,1,1,1
1,0,1,2
2,0,1,3
3,0,0,4
4,0,0,5
5,0,0,6
6,0,1,7
7,0,1,8
8,1,1,9
9,1,1,10
10,0,1,11
11,0,0,12
12,0,1,13
13,0,1,14
14,0,1,15
15,0,1,16
16,0,1,17
17,1,1,18
18,0,1,19
19,0,1,20
20,1,1,21
21,1,1,22
22,0,1,23
23,1,1,24
24,0,1,25
25,1,1,26
26,0,1,27
27,0,1,28
28,1,1,29
29,0,1,30
30,1,1,31
31,1,1,32
32,1,1,33
33,1,1,34
34,0,1,35
35,0,1,36
36,1,1,37
37,1,1,38
38,0,1,39
39,0,1,40
40,0,1,41
41,0,1,42
42,0,1,43
43,0,0,44
44,0,1,45
45,0,1,46
46,0,0,47
47,0,1,48
48,0,0,49
49,0,1,50
50,1,1,51
51,0,1,52
52,0,1,53
53,1,1,54
54,1,1,55
55,0,1,56
56,0,1,57
57,0,1,58
58,0,1,59
59,0,1,60
60,0,1,61
61,0,1,62
62,0,1,63
63,0,1,64
64,0,1,65
65,0,1,66
66,0,1,67
67,1,0,68
68,0,0,69
69,0,0,70
70,0,0,71
71,1,0,72
72,0,0,73
73,0,0,74
74,0,0,75
75,1,0,76
76,0,0,77
77,0,0,78
78,0,0,79
79,1,0,80
80,1,1,81
81,1,1,82
82,0,1,83
83,1,1,84
84,0,1,85
85,0,1,86
86,0,1,87
87,0,1,88
88,0,1,89
89,1,1,90
90,1,1,91
91,1,1,92
92,1,1,93
93,0,1,94
94,1,1,95
95,1,1,96
96,1,1,97
97,1,1,98
98,1,1,99
99,0,1,100
100,1,1,101
101,0,1,102
102,1,1,103
103,0,0,104
104,0,0,105
105,0,1,106
106,1,1,107
107,1,0,108
108,1,1,109
109,0,0,110
110,0,1,111
111,1,1,112
112,0,0,113
113,0,1,114
114,0,0,115
115,1,0,116
116,1,0,117
117,0,0,118
118,1,0,119
119,1,1,120
120,0,0,121
121,1,1,122
122,0,0,123
123,1,0,124
124,0,0,125
125,0,0,126
126,1,0,127
127,0,0,128
128,0,0,129
129,1,1,130
130,1,1,131
131,1,1,132
132,1,1,133
133,0,1,134
134,0,1,135
135,0,1,136
136,0,1,137
137,1,1,138
138,0,1,139
139,1,0,140
140,0,0,141
141,1,0,142
142,0,0,143
143,1,0,144
144,0,0,145
145,0,0,146
146,0,0,147
147,0,0,148
148,0,0,149
149,0,0,150
150,1,0,151
151,0,1,152
152,1,0,153
153,0,1,154
154,1,1,155
155,1,0,156
156,1,0,157
157,0,1,158
158,1,1,159
159,1,1,160
160,1,1,161
161,1,1,162
162,0,0,163
163,0,1,164
164,1,1,165
165,1,1,166
166,0,1,167
167,0,1,168
168,0,0,169
169,0,1,170
170,0,1,171
171,1,1,172
172,0,1,173
173,0,1,174
174,1,0,175
175,0,0,176
176,0,0,177
177,0,0,178
178,0,0,179
179,0,1,180
180,0,0,181
181,0,1,182
182,1,0,183
183,0,0,184
184,0,0,185
185,1,0,186
186,0,0,187
187,0,0,188
188,1,0,189
189,1,0,190
190,0,0,191
191,0,0,192
192,0,0,193
193,0,1,194
194,0,1,195
195,1,1,196
196,1,0,197
197,0,0,198
198,1,0,199
199,0,0,200
200,1,0,201
201,1,0,202
202,1,1,203
203,0,0,204
204,1,0,205
205,0,0,206
206,0,0,207
207,1,0,208
208,1,0,209
209,1,0,210
210,0,0,211
211,0,0,212
212,1,1,213
213,0,0,214
214,1,1,215
215,0,0,216
216,0,0,217
217,1,0,218
218,0,0,219
219,0,0,220
220,1,0,221
221,0,0,222
222,0,0,223
223,0,0,224
224,0,0,225
225,1,0,226
226,1,0,227
227,0,0,228
228,0,0,229
229,0,0,230
230,1,0,231
231,0,0,232
232,0,0,233
233,0,0,234
234,0,0,235
235,0,0,236
236,0,0,237
237,0,0,238
238,0,0,239
239,0,0,240
240,0,0,241
241,0,1,242
242,0,1,243
243,0,0,244
244,0,0,245
245,1,0,246
246,1,0,247
247,0,1,248
248,0,0,249
249,1,0,250
250,1,0,251
251,1,0,252
252,1,0,253
253,0,0,254
254,1,0,255
255,1,1,256
256,0,0,257
257,0,0,258
258,0,0,259
259,0,0,260
260,0,0,261
261,0,0,262
262,0,1,263
263,0,0,264
264,1,0,265
265,0,0,266
266,0,0,267
267,0,0,268
268,0,0,269
269,0,0,270
270,0,1,271
271,1,0,272
272,0,0,273
273,1,0,274
274,1,1,275
275,0,1,276
276,1,0,277
277,1,0,278
278,1,0,279
279,1,0,280
280,0,1,281
281,0,1,282
282,0,0,283
283,0,0,284
284,0,0,285
285,0,0,286
286,1,1,287
287,1,1,288
288,1,0,289
289,1,1,290
290,0,0,291
291,1,1,292
292,0,1,293
293,0,1,294
294,0,1,295
295,1,0,296
296,1,0,297
297,0,1,298
298,0,1,299
299,1,1,300
300,1,1,301
301,0,1,302
302,0,1,303
303,1,0,304
304,0,0,305
305,1,0,306
306,0,0,307
307,0,1,308
308,1,1,309
309,0,1,310
310,0,1,311
311,0,1,312
312,0,1,313
313,0,1,314
314,1,1,315
315,0,0,316
316,1,0,317
317,1,0,318
318,1,0,319
319,0,0,320
320,0,1,321
321,1,0,322
322,1,0,323
323,1,1,324
324,1,1,325
325,0,0,326
326,0,0,327
327,0,0,328
328,0,1,329
329,0,1,330
330,0,1,331
331,0,0,332
332,0,0,333
333,0,0,334
334,0,0,335
335,0,0,336
336,0,0,337
337,1,0,338
338,0,0,339
339,0,0,340
340,0,0,341
