,Build_Result,Actual_Result,Index
0,1,1,1
1,1,1,2
2,1,0,3
3,1,0,4
4,1,1,5
5,1,1,6
6,1,1,7
7,0,1,8
8,0,0,9
9,1,1,10
10,1,1,11
11,0,0,12
12,1,1,13
13,1,0,14
14,1,1,15
15,1,0,16
16,1,0,17
17,1,0,18
18,1,1,19
19,1,1,20
20,1,1,21
21,1,0,22
22,1,0,23
23,1,0,24
24,1,0,25
25,1,0,26
26,1,1,27
27,1,1,28
28,1,1,29
29,1,0,30
30,1,1,31
31,1,0,32
32,0,1,33
33,1,0,34
34,1,0,35
35,1,1,36
36,1,1,37
37,1,0,38
38,1,0,39
39,1,0,40
40,1,1,41
41,1,1,42
42,1,1,43
43,1,1,44
44,1,1,45
45,1,0,46
46,1,0,47
47,1,0,48
48,1,0,49
49,1,0,50
50,1,0,51
51,1,0,52
52,0,0,53
53,1,0,54
54,1,0,55
55,1,1,56
56,1,1,57
57,0,1,58
58,1,1,59
59,1,0,60
60,1,0,61
61,1,0,62
62,1,0,63
63,1,1,64
64,1,1,65
65,1,0,66
66,1,1,67
67,1,1,68
68,0,0,69
69,1,0,70
70,1,0,71
71,1,0,72
72,1,0,73
73,1,0,74
74,1,0,75
75,1,1,76
76,1,1,77
77,1,1,78
78,1,0,79
79,1,1,80
80,0,1,81
81,1,0,82
82,1,0,83
83,1,0,84
84,1,0,85
85,0,0,86
86,0,1,87
87,1,1,88
88,1,1,89
89,1,1,90
90,1,1,91
91,1,1,92
92,1,1,93
93,1,1,94
94,1,1,95
95,1,1,96
96,1,1,97
97,1,1,98
98,1,1,99
99,1,0,100
100,1,0,101
101,1,1,102
102,1,1,103
103,1,1,104
104,1,1,105
105,1,0,106
106,0,0,107
107,0,0,108
108,1,0,109
109,1,0,110
110,1,0,111
111,1,0,112
112,1,1,113
113,1,0,114
114,1,0,115
115,1,0,116
116,1,0,117
117,1,0,118
118,1,0,119
119,1,0,120
120,1,0,121
121,1,0,122
122,1,0,123
123,1,0,124
124,1,0,125
125,1,0,126
126,1,0,127
127,1,0,128
128,1,0,129
129,1,0,130
130,1,1,131
131,1,1,132
132,1,1,133
133,1,1,134
134,1,1,135
135,1,0,136
136,1,0,137
137,1,1,138
138,1,1,139
139,0,0,140
140,1,0,141
141,1,0,142
142,1,0,143
143,1,0,144
144,1,0,145
145,1,1,146
146,1,1,147
147,1,1,148
148,1,0,149
149,1,0,150
150,1,0,151
151,1,0,152
152,1,0,153
153,1,1,154
154,1,1,155
155,1,1,156
156,1,1,157
157,1,1,158
158,0,1,159
159,1,1,160
160,1,1,161
161,1,1,162
162,1,0,163
163,1,1,164
164,0,0,165
165,1,1,166
166,1,1,167
167,1,0,168
168,1,0,169
169,1,0,170
170,1,0,171
171,1,0,172
172,1,1,173
173,1,1,174
174,1,0,175
175,1,0,176
176,0,0,177
177,1,0,178
178,1,1,179
179,1,1,180
180,1,1,181
181,1,1,182
182,1,1,183
183,1,1,184
184,1,1,185
185,1,1,186
186,1,1,187
187,1,1,188
188,1,1,189
189,1,1,190
190,1,1,191
191,1,1,192
192,1,1,193
193,1,1,194
194,1,0,195
195,1,0,196
196,1,1,197
197,1,1,198
198,1,1,199
199,1,1,200
200,1,1,201
201,1,0,202
202,1,1,203
203,1,1,204
204,1,1,205
205,1,1,206
206,1,1,207
207,1,0,208
208,1,0,209
209,1,0,210
210,1,0,211
211,1,0,212
212,1,0,213
213,1,0,214
214,1,1,215
215,1,1,216
216,1,1,217
217,1,1,218
218,1,1,219
219,0,0,220
220,1,1,221
221,1,1,222
222,1,1,223
223,1,0,224
224,1,1,225
225,1,0,226
226,1,1,227
227,1,1,228
228,1,1,229
229,1,1,230
230,1,0,231
231,1,1,232
232,1,1,233
233,1,1,234
