project,algorithm,batch_size,builds_saved,median_delay,testall_size
junit-team-junit5.csv,BATCHBISECT,2,40.95427435387674,1,1509
junit-team-junit5.csv,BATCHBISECT,4,58.51557322730285,2,1509
junit-team-junit5.csv,BATCHBISECT,8,64.54605699138503,4,1509
junit-team-junit5.csv,BATCHBISECT,16,65.60636182902584,8,1509
junit-team-junit5.csv,BATCHSTOP4,4,60.10603048376408,2,1509
junit-team-junit5.csv,BATCHSTOP4,8,66.13651424784626,4,1509
junit-team-junit5.csv,BATCHSTOP4,16,67.19681908548708,8,1509
junit-team-junit5.csv,BATCHDIVIDE4,4,60.10603048376408,2,1509
junit-team-junit5.csv,BATCHDIVIDE4,8,66.13651424784626,4,1509
junit-team-junit5.csv,BATCHDIVIDE4,16,56.461232604373755,8,1509
ratpack-ratpack.csv,BATCHBISECT,2,-2.053140096618364,0.5,1656
ratpack-ratpack.csv,BATCHBISECT,4,-11.956521739130437,1.5,1656
ratpack-ratpack.csv,BATCHBISECT,8,-20.471014492753625,3.5,1656
ratpack-ratpack.csv,BATCHBISECT,16,-26.086956521739125,8.0,1656
ratpack-ratpack.csv,BATCHSTOP4,4,5.193236714975839,1.5,1656
ratpack-ratpack.csv,BATCHSTOP4,8,-3.3212560386473484,3.5,1656
ratpack-ratpack.csv,BATCHSTOP4,16,-8.937198067632849,8.0,1656
ratpack-ratpack.csv,BATCHDIVIDE4,4,5.193236714975839,1.5,1656
ratpack-ratpack.csv,BATCHDIVIDE4,8,-3.3212560386473484,3.5,1656
ratpack-ratpack.csv,BATCHDIVIDE4,16,-12.19806763285024,8.0,1656
p6spy-p6spy.csv,BATCHBISECT,2,8.733624454148469,0.5,916
p6spy-p6spy.csv,BATCHBISECT,4,5.786026200873366,1.5,916
p6spy-p6spy.csv,BATCHBISECT,8,0.5458515283842758,4.0,916
p6spy-p6spy.csv,BATCHBISECT,16,-3.0567685589519584,8.0,916
p6spy-p6spy.csv,BATCHSTOP4,4,19.10480349344978,1.5,916
p6spy-p6spy.csv,BATCHSTOP4,8,13.864628820960704,4.0,916
p6spy-p6spy.csv,BATCHSTOP4,16,10.262008733624455,8.0,916
p6spy-p6spy.csv,BATCHDIVIDE4,4,19.10480349344978,1.5,916
p6spy-p6spy.csv,BATCHDIVIDE4,8,13.864628820960704,4.0,916
p6spy-p6spy.csv,BATCHDIVIDE4,16,5.1310043668122205,8.0,916
apache-tajo.csv,BATCHBISECT,2,18.521400778210122,1,1285
apache-tajo.csv,BATCHBISECT,4,22.178988326848255,2,1285
apache-tajo.csv,BATCHBISECT,8,20.389105058365757,4,1285
apache-tajo.csv,BATCHBISECT,16,17.743190661478593,8,1285
apache-tajo.csv,BATCHSTOP4,4,32.295719844357976,2,1285
apache-tajo.csv,BATCHSTOP4,8,30.50583657587549,4,1285
apache-tajo.csv,BATCHSTOP4,16,27.859922178988327,8,1285
apache-tajo.csv,BATCHDIVIDE4,4,32.295719844357976,2,1285
apache-tajo.csv,BATCHDIVIDE4,8,30.50583657587549,4,1285
apache-tajo.csv,BATCHDIVIDE4,16,21.712062256809332,8,1285
osmdroid-osmdroid.csv,BATCHBISECT,2,-12.092534174553109,1,951
osmdroid-osmdroid.csv,BATCHBISECT,4,-20.504731861198735,2,951
osmdroid-osmdroid.csv,BATCHBISECT,8,-26.91903259726604,4,951
osmdroid-osmdroid.csv,BATCHBISECT,16,-31.230283911671933,8,951
osmdroid-osmdroid.csv,BATCHSTOP4,4,8.307045215562567,2,951
osmdroid-osmdroid.csv,BATCHSTOP4,8,1.8927444794952635,4,951
osmdroid-osmdroid.csv,BATCHSTOP4,16,-2.418506834910616,8,951
