index,duration,total_builds
8,0,0
16,0,0
24,0,0
32,0,0
40,0,0
48,0,0
56,0,0
64,0,0
72,0,0
80,0,0
88,0,0
96,0,0
104,0,0
112,0,0
120,0,0
128,0,0
136,0,0
144,0,0
152,0,0
160,0,0
168,0,0
176,0,0
184,0,0
192,0,0
200,0,0
208,0,0
216,0,0
224,0,0
232,0,0
240,0,0
248,0,0
256,0,0
264,0,0
272,0,0
280,0,0
288,0,0
296,0,0
304,0,0
312,0,0
320,0,0
328,0,0
336,0,0
344,0,0
352,0,0
360,0,0
368,0,0
376,0,0
384,0,0
392,0,0
400,0,0
408,0,0
416,0,0
424,0,0
432,0,0
440,0,0
448,0,0
456,0,0
464,0,0
472,0,0
480,0,0
488,0,0
496,0,0
504,0,0
512,0,0
520,0,0
528,0,0
536,0,0
544,0,0
552,0,0
560,0,0
568,0,0
576,0,0
584,0,0
592,0,0
600,0,0
608,0,0
616,0,0
624,0,0
632,0,0
640,0,0
648,0,0
656,0,0
664,0,0
672,0,0
680,0,0
688,0,0
696,0,0
704,0,0
712,0,0
720,0,0
728,0,0
736,0,0
744,0,0
752,0,0
760,0,0
768,0,0
776,0,5
784,0,7
792,0,7
800,0,7
808,0,5
816,0,0
824,0,0
832,0,0
840,0,0
848,0,0
856,0,0
864,0,0
872,0,0
880,0,0
888,0,0
896,0,0
904,0,0
912,0,0
920,0,0
928,0,0
936,0,0
944,0,0
952,0,0
960,0,0
968,0,0
976,0,0
984,0,0
992,0,0
1000,0,0
1008,0,0
1016,0,0
1024,0,0
1032,0,0
1040,0,0
1048,0,0
1056,0,0
1064,0,0
1072,0,0
1080,0,0
1088,0,0
1096,0,0
1104,0,0
1112,0,0
1120,0,0
1128,0,0
1136,0,0
1144,0,0
1152,0,0
1160,0,0
1168,0,0
1176,0,0
1184,0,0
1192,0,0
1200,0,0
1208,0,0
1216,0,0
1224,0,0
1232,0,0
1240,0,0
1248,0,0
1256,0,0
1264,0,0
1272,0,0
1280,0,0
1288,0,0
1296,0,0
1304,0,0
1312,0,0
1320,0,0
1328,0,0
1336,0,0
1344,0,0
1352,0,0
1360,0,0
1368,0,0
1376,0,0
1384,0,0
1392,0,0
1400,0,0
1408,0,0
1416,0,0
1424,0,0
1432,0,0
1440,0,0
1448,0,0
1456,0,0
1464,0,0
1472,0,0
1480,0,0
1488,0,0
1496,0,0
1504,0,0
1512,0,0
1520,0,0
1528,0,0
1536,0,0
1544,0,0
1552,0,0
1560,0,0
1568,0,0
1576,0,0
1584,0,0
1592,0,0
1600,0,0
1608,0,0
1616,0,0
1624,0,0
1632,0,0
1640,0,0
1648,0,0
1656,0,0
1664,0,0
1672,0,0
1680,0,0
1688,0,0
1696,0,0
1704,0,0
1712,0,0
1720,0,0
1728,0,0
1736,0,0
1744,0,0
1752,0,0
1760,0,0
1768,0,0
1776,0,0
1784,0,0
1792,0,0
1800,0,0
1808,0,0
1816,0,0
1824,0,0
1832,0,0
1840,0,0
1848,0,0
1856,0,0
1864,0,0
1872,0,0
1880,0,0
1888,0,0
1896,0,0
1904,0,0
1912,0,0
1920,0,0
1928,0,0
1936,0,0
1944,0,0
1952,0,0
1960,0,0
1968,0,0
1976,0,0
1984,0,0
1992,0,0
2000,0,0
2008,0,0
2016,0,0
2024,0,0
2032,0,0
2040,0,0
2048,0,0
2056,0,0
2064,0,0
2072,0,0
2080,0,0
2088,0,0
2096,0,0
2104,0,0
2112,0,0
2120,0,0
2128,0,0
2136,0,0
2144,0,0
2152,0,0
2160,0,0
2168,0,0
2176,0,0
2184,0,0
2192,0,0
2200,0,0
2208,0,0
2216,0,0
2224,0,0
2232,0,0
2240,0,0
2248,0,0
2256,0,0
2264,0,0
2272,0,0
2280,0,0
2288,0,0
2296,0,0
2304,0,0
2312,0,0
2320,0,0
2328,0,0
2336,0,0
2344,0,0
2352,0,0
2360,0,0
2368,0,0
2376,0,0
2384,0,0
2392,0,0
2400,0,0
2408,0,0
2416,0,0
2424,0,0
2432,0,0
2440,0,0
2448,0,0
2456,0,0
2464,0,0
2472,0,0
2480,0,0
2488,0,0
2496,0,0
2504,0,0
2512,0,0
2520,0,0
2528,0,0
2536,0,0
2544,0,0
2552,0,0
2560,0,0
2568,0,0
2576,0,0
2584,0,0
2592,0,0
2600,0,0
2608,0,0
2616,0,0
2624,0,0
2632,0,0
2640,0,0
2648,0,0
2656,0,0
2664,0,0
2672,0,0
2680,0,0
2688,0,0
2696,0,0
2704,0,0
2712,0,0
2720,0,0
2728,0,0
2736,0,0
2744,0,0
2752,0,0
2760,0,0
2768,0,0
2776,0,0
2784,0,0
2792,0,0
2800,0,0
2808,0,0
2816,0,0
2824,0,0
2832,0,0
2840,0,0
2848,0,0
2856,0,0
2864,0,0
2872,0,0
2880,0,0
2888,0,0
2896,0,0
2904,0,0
2912,0,0
2920,0,0
2928,0,0
2936,0,0
2944,0,0
2952,0,0
2960,0,0
2968,0,0
2976,0,0
2984,0,0
2992,0,0
3000,0,0
3008,0,0
3016,0,0
3024,0,0
3032,0,0
3040,0,0
3048,0,0
3056,0,0
3064,0,0
3072,0,0
3080,0,0
3088,0,0
3096,0,0
3104,0,0
3112,0,0
3120,0,0
3128,0,0
3136,0,0
3144,0,0
3152,0,0
3160,0,0
3168,0,0
3176,0,0
3184,0,0
3192,0,0
3200,0,0
3208,0,0
3216,0,0
3224,0,0
3232,0,0
3240,0,0
3248,0,0
3256,0,0
3264,0,0
3272,0,0
3280,0,0
3288,0,0
3296,0,0
3304,0,0
3312,0,0
3320,0,0
3328,0,0
3336,0,0
3344,0,0
3352,0,0
3360,0,0
3368,0,0
3376,0,0
3384,0,0
3392,0,0
3400,0,0
3408,0,0
3416,0,0
3424,0,0
3432,0,0
3440,0,0
3448,0,0
3456,0,0
3464,0,0
3472,0,0
3480,0,0
3488,0,0
3496,0,0
3504,0,0
3512,0,0
3520,0,0
3528,0,0
3536,0,0
3544,0,0
3552,0,0
3560,0,0
3568,0,0
3576,0,0
3584,0,0
3592,0,0
3600,0,0
3608,0,0
3616,0,0
3624,0,0
3632,0,0
3640,0,0
3648,0,0
3656,0,0
3664,0,0
3672,0,0
3680,0,0
3688,0,0
3696,0,0
3704,0,0
3712,0,0
3720,0,0
3728,0,0
3736,0,0
3744,0,0
3752,0,0
3760,0,0
3768,0,0
3776,0,0
3784,0,0
3792,0,0
3800,0,0
3808,0,0
3816,0,0
3824,0,0
3832,0,0
3840,0,0
3848,0,0
3856,0,0
3864,0,0
3872,0,0
3880,0,0
3888,0,0
3896,0,0
3904,0,0
3912,0,0
3920,0,0
3928,0,0
3936,0,0
3944,0,0
3952,0,0
3960,0,0
3968,0,0
3976,0,0
3984,0,0
3992,0,0
4000,0,0
4008,0,0
4016,0,0
4024,0,0
4032,0,0
4040,0,0
4048,0,0
4056,0,0
4064,0,0
4072,0,0
4080,0,0
4088,0,0
4096,0,0
4104,0,0
4112,0,0
4120,0,0
4128,0,0
4136,0,0
4144,0,0
4152,0,0
4160,0,0
4168,0,0
4176,0,0
4184,0,0
4192,0,0
4200,0,0
4208,0,0
4216,0,0
4224,0,0
4232,0,0
4240,0,0
4248,0,0
4256,0,0
4264,0,0
4272,0,0
4280,0,0
4288,0,0
4296,0,0
4304,0,0
4312,0,0
4320,0,0
4328,0,0
4336,0,0
4344,0,0
4352,0,0
4360,0,0
4368,0,0
4376,0,0
4384,0,0
4392,0,0
4400,0,0
4408,0,0
4416,0,0
4424,0,0
4432,0,0
4440,0,0
4448,0,0
4456,0,0
4464,0,0
4472,0,0
4480,0,0
4488,0,0
4496,0,0
4504,0,0
4512,0,0
4520,0,0
4528,0,0
4536,0,0
4544,0,0
4552,0,0
4560,0,0
4568,0,0
4576,0,0
4584,0,0
4592,0,0
4600,0,0
4608,0,0
4616,0,0
4624,0,0
4632,0,0
4640,0,0
4648,0,0
4656,0,0
4664,0,0
4672,0,0
4680,0,0
4688,0,0
4696,0,0
4704,0,0
4712,0,0
4720,0,0
4728,0,0
