index,duration,total_builds
4,0,0
8,0,3
12,0,3
16,0,3
20,0,0
24,0,0
28,0,0
32,0,0
36,0,0
40,0,0
44,0,0
48,0,2
52,0,3
56,0,3
60,0,3
64,0,0
68,0,3
72,0,1
76,0,0
80,0,0
84,0,0
88,0,0
92,0,1
96,0,1
100,0,0
104,0,0
108,0,0
112,0,0
116,0,0
120,0,0
124,0,0
128,0,1
132,0,1
136,0,0
140,0,3
144,0,0
148,0,0
152,0,0
156,0,0
160,0,0
164,0,0
168,0,0
172,0,0
176,0,1
180,0,3
184,0,1
188,0,0
192,0,0
196,0,0
200,0,0
204,0,0
208,0,0
212,0,0
216,0,0
220,0,0
224,0,0
228,0,0
232,0,0
236,0,3
240,0,3
244,0,3
248,0,0
252,0,2
256,0,3
260,0,3
264,0,1
268,0,0
272,0,0
276,0,0
280,0,0
284,0,0
288,0,0
292,0,0
296,0,0
300,0,2
304,0,3
308,0,0
312,0,0
316,0,3
320,0,0
324,0,2
328,0,3
332,0,1
336,0,3
340,0,0
344,0,0
348,0,0
352,0,0
356,0,0
360,0,2
364,0,3
368,0,0
372,0,0
376,0,0
